Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.10     0.00    16204     0.00     0.00  std::_Rb_tree_node<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > >::_M_valptr()
  0.00      1.10     0.00    16163     0.00     0.00  glm::mat<4, 4, float, (glm::qualifier)0>::operator[](int)
  0.00      1.10     0.00    16160     0.00     0.00  __gnu_cxx::__normal_iterator<std::function<void ()>*, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > >::__normal_iterator(std::function<void ()>* const&)
  0.00      1.10     0.00    16160     0.00     0.00  FLKeyState& std::forward<FLKeyState&>(std::remove_reference<FLKeyState&>::type&)
  0.00      1.10     0.00    16160     0.00     0.00  FLKey& std::forward<FLKey&>(std::remove_reference<FLKey&>::type&)
  0.00      1.10     0.00    16148     0.00     0.00  std::_Rb_tree_iterator<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > >::operator*() const
  0.00      1.10     0.00    15935     0.00     0.00  __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long)
  0.00      1.10     0.00    15935     0.00     0.00  std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long)
  0.00      1.10     0.00    15716     0.00     0.00  std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long)
  0.00      1.10     0.00    12800     0.00     0.00  std::_Bit_iterator_base::_M_bump_up()
  0.00      1.10     0.00    11752     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long)
  0.00      1.10     0.00    11527     0.00     0.00  void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&)
  0.00      1.10     0.00    10726     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*)
  0.00      1.10     0.00    10726     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long)
  0.00      1.10     0.00    10726     0.00     0.00  std::allocator_traits<std::allocator<unsigned int> >::allocate(std::allocator<unsigned int>&, unsigned long)
  0.00      1.10     0.00    10653     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long)
  0.00      1.10     0.00    10653     0.00     0.00  std::allocator_traits<std::allocator<unsigned int> >::deallocate(std::allocator<unsigned int>&, unsigned int*, unsigned long)
  0.00      1.10     0.00    10625     0.00     0.00  __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::difference_type __gnu_cxx::operator-<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&)
  0.00      1.10     0.00    10625     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const
  0.00      1.10     0.00    10625     0.00     0.00  void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int&&)
  0.00      1.10     0.00    10625     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::end()
  0.00      1.10     0.00    10625     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::begin()
  0.00      1.10     0.00    10474     0.00     0.00  std::istreambuf_iterator<char, std::char_traits<char> >::_M_get() const
  0.00      1.10     0.00    10240     0.00     0.00  void __gnu_cxx::new_allocator<fl_particle*>::construct<fl_particle*, fl_particle*>(fl_particle**, fl_particle*&&)
  0.00      1.10     0.00    10240     0.00     0.00  void std::allocator_traits<std::allocator<fl_particle*> >::construct<fl_particle*, fl_particle*>(std::allocator<fl_particle*>&, fl_particle**, fl_particle*&&)
  0.00      1.10     0.00    10240     0.00     0.00  void std::vector<fl_particle*, std::allocator<fl_particle*> >::emplace_back<fl_particle*>(fl_particle*&&)
  0.00      1.10     0.00    10240     0.00     0.00  std::vector<fl_particle*, std::allocator<fl_particle*> >::push_back(fl_particle*&&)
  0.00      1.10     0.00    10240     0.00     0.00  std::remove_reference<fl_particle*&>::type&& std::move<fl_particle*&>(fl_particle*&)
  0.00      1.10     0.00     9316     0.00     0.00  std::_Bit_iterator::operator*() const
  0.00      1.10     0.00     9236     0.00     0.00  bool __gnu_cxx::operator!=<std::function<void ()>*, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > >(__gnu_cxx::__normal_iterator<std::function<void ()>*, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > const&, __gnu_cxx::__normal_iterator<std::function<void ()>*, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > const&)
  0.00      1.10     0.00     9163     0.00     0.00  __gnu_cxx::__normal_iterator<FLAnimatedObject**, std::vector<FLAnimatedObject*, std::allocator<FLAnimatedObject*> > >::base() const
  0.00      1.10     0.00     8972     0.00     0.00  __gnu_cxx::__normal_iterator<FLRenderable**, std::vector<FLRenderable*, std::allocator<FLRenderable*> > >::base() const
  0.00      1.10     0.00     8962     0.00     0.00  FLToggler::y()
  0.00      1.10     0.00     8960     0.00     0.00  get_game_state()
  0.00      1.10     0.00     8856     0.00     0.00  std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int)
  0.00      1.10     0.00     8499     0.00     0.00  std::_Bit_reference::operator bool() const
  0.00      1.10     0.00     8128     0.00     0.00  std::_Rb_tree<std::pair<FLKey, FLKeyState>, std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > >, std::_Select1st<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > >, std::less<std::pair<FLKey, FLKeyState> >, std::allocator<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > > >::_M_end()
  0.00      1.10     0.00     8109     0.00     0.00  FLKey&& std::forward<FLKey>(std::remove_reference<FLKey>::type&)
  0.00      1.10     0.00     8084     0.00     0.00  std::_Rb_tree<std::pair<FLKey, FLKeyState>, std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > >, std::_Select1st<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > >, std::less<std::pair<FLKey, FLKeyState> >, std::allocator<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > > >::_M_begin()
  0.00      1.10     0.00     8082     0.00     0.00  std::operator==(std::_Rb_tree_iterator<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > > const&, std::_Rb_tree_iterator<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > > const&)
  0.00      1.10     0.00     8080     0.00     0.00  std::map<std::pair<FLKey, FLKeyState>, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >, std::less<std::pair<FLKey, FLKeyState> >, std::allocator<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > > >::lower_bound(std::pair<FLKey, FLKeyState> const&)
  0.00      1.10     0.00     8080     0.00     0.00  std::map<std::pair<FLKey, FLKeyState>, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >, std::less<std::pair<FLKey, FLKeyState> >, std::allocator<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > > >::end()
  0.00      1.10     0.00     8080     0.00     0.00  std::map<std::pair<FLKey, FLKeyState>, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >, std::less<std::pair<FLKey, FLKeyState> >, std::allocator<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > > >::operator[](std::pair<FLKey, FLKeyState> const&)
  0.00      1.10     0.00     8080     0.00     0.00  std::pair<FLKey, FLKeyState>::pair<FLKey&, FLKeyState&, true>(FLKey&, FLKeyState&)
  0.00      1.10     0.00     8080     0.00     0.00  std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >::end()
  0.00      1.10     0.00     8080     0.00     0.00  std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >::begin()
  0.00      1.10     0.00     8080     0.00     0.00  std::_Rb_tree<std::pair<FLKey, FLKeyState>, std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > >, std::_Select1st<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > >, std::less<std::pair<FLKey, FLKeyState> >, std::allocator<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > > >::lower_bound(std::pair<FLKey, FLKeyState> const&)
  0.00      1.10     0.00     8080     0.00     0.00  std::_Rb_tree<std::pair<FLKey, FLKeyState>, std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > >, std::_Select1st<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > >, std::less<std::pair<FLKey, FLKeyState> >, std::allocator<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > >*, std::_Rb_tree_node_base*, std::pair<FLKey, FLKeyState> const&)
  0.00      1.10     0.00     8080     0.00     0.00  std::_Rb_tree<std::pair<FLKey, FLKeyState>, std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > >, std::_Select1st<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > >, std::less<std::pair<FLKey, FLKeyState> >, std::allocator<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > > >::end()
  0.00      1.10     0.00     8080     0.00     0.00  std::pair<std::__decay_and_strip<FLKey&>::__type, std::__decay_and_strip<FLKeyState&>::__type> std::make_pair<FLKey&, FLKeyState&>(FLKey&, FLKeyState&)
  0.00      1.10     0.00     8068     0.00     0.00  std::map<std::pair<FLKey, FLKeyState>, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >, std::less<std::pair<FLKey, FLKeyState> >, std::allocator<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > > >::key_comp() const
  0.00      1.10     0.00     8068     0.00     0.00  std::_Rb_tree<std::pair<FLKey, FLKeyState>, std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > >, std::_Select1st<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > >, std::less<std::pair<FLKey, FLKeyState> >, std::allocator<std::pair<std::pair<FLKey, FLKeyState> const, std::vector<std::function<void ()>, std::allocator<std::function<void ()> > > > > >::key_comp() const
  0.00      1.10     0.00     8064     0.00     0.00  std::pair<FLKey, FLKeyState>::operator=(std::pair<FLKey, FLKeyState>&&)
  0.00      1.10     0.00     8064     0.00     0.00  FLKeyState&& std::forward<FLKeyState>(std::remove_reference<FLKeyState>::type&)
  0.00      1.10     0.00     7626     0.00     0.00  __gnu_cxx::__normal_iterator<FLCollidingObject**, std::vector<FLCollidingObject*, std::allocator<FLCollidingObject*> > >::base() const
  0.00      1.10     0.00     7217     0.00     0.00  std::_Bit_reference::operator=(bool)
  0.00      1.10     0.00     7168     0.00     0.00  std::operator!=(std::_Rb_tree_iterator<std::pair<unsigned int const, FLKey> > const&, std::_Rb_tree_iterator<std::pair<unsigned int const, FLKey> > const&)
  0.00      1.10     0.00     6996     0.00     0.00  std::istreambuf_iterator<char, std::char_traits<char> >::_M_at_eof() const
  0.00      1.10     0.00     6400     0.00     0.00  std::_Bit_const_iterator::operator*() const
  0.00      1.10     0.00     6400     0.00     0.00  std::_Bit_iterator::operator++()
  0.00      1.10     0.00     6400     0.00     0.00  std::_Bit_const_iterator::operator++()
  0.00      1.10     0.00     6299     0.00     0.00  __gnu_cxx::__aligned_membuf<std::pair<unsigned int const, FLKey> >::_M_ptr()
  0.00      1.10     0.00     6299     0.00     0.00  __gnu_cxx::__aligned_membuf<std::pair<unsigned int const, FLKey> >::_M_addr()
  0.00      1.10     0.00     6299     0.00     0.00  std::_Rb_tree_node<std::pair<unsigned int const, FLKey> >::_M_valptr()
  0.00      1.10     0.00     6285     0.00     0.00  std::_Rb_tree_iterator<std::pair<unsigned int const, FLKey> >::operator*() const
  0.00      1.10     0.00     6272     0.00     0.00  FLTexturedSurface::render()
  0.00      1.10     0.00     6272     0.00     0.00  std::_Rb_tree_iterator<std::pair<unsigned int const, FLKey> >::operator++()
  0.00      1.10     0.00     6200     0.00     0.00  void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&)
  0.00      1.10     0.00     5430     0.00     0.00  __gnu_cxx::__normal_iterator<FLAnimatedObject**, std::vector<FLAnimatedObject*, std::allocator<FLAnimatedObject*> > >::__normal_iterator(FLAnimatedObject** const&)
  0.00      1.10     0.00     5381     0.00     0.00  FLShader::bind()
  0.00      1.10     0.00     5376     0.00     0.00  FLTexturedRectShader::render(unsigned int, unsigned int)
  0.00      1.10     0.00     4480     0.00     0.00  bool __gnu_cxx::operator!=<FLRenderable**, std::vector<FLRenderable*, std::allocator<FLRenderable*> > >(__gnu_cxx::__normal_iterator<FLRenderable**, std::vector<FLRenderable*, std::allocator<FLRenderable*> > > const&, __gnu_cxx::__normal_iterator<FLRenderable**, std::vector<FLRenderable*, std::allocator<FLRenderable*> > > const&)
  0.00      1.10     0.00     4219     0.00     0.00  FLPhysicsObject::bounds_h()
  0.00      1.10     0.00     4105     0.00     0.00  std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int)
  0.00      1.10     0.00     3738     0.00     0.00  __gnu_cxx::__normal_iterator<FLCollidingObject**, std::vector<FLCollidingObject*, std::allocator<FLCollidingObject*> > >::__normal_iterator(FLCollidingObject** const&)
